anime_id,image_url
9941,https://cdn.myanimelist.net/images/anime/13/29466.jpg
14813,https://cdn.myanimelist.net/images/anime/1786/120117.jpg
6421,https://cdn.myanimelist.net/images/anime/1493/91571.jpg
21855,https://cdn.myanimelist.net/images/anime/13/65755.jpg
11739,https://cdn.myanimelist.net/images/anime/10/42107.jpg
2159,https://cdn.myanimelist.net/images/anime/2/20751.jpg
28297,https://cdn.myanimelist.net/images/anime/13/69455.jpg
29831,https://cdn.myanimelist.net/images/anime/1697/134884.jpg
2154,https://cdn.myanimelist.net/images/anime/12/8520.jpg
6505,https://cdn.myanimelist.net/images/anime/2/29995.jpg
861,https://cdn.myanimelist.net/images/anime/5/21858.jpg
1689,https://cdn.myanimelist.net/images/anime/1410/112994.jpg
34103,https://cdn.myanimelist.net/images/anime/1295/91106.jpg
3665,https://cdn.myanimelist.net/images/anime/1682/134157.jpg
9996,https://cdn.myanimelist.net/images/anime/3/77282.jpg
7711,https://cdn.myanimelist.net/images/anime/1974/116417.jpg
77,https://cdn.myanimelist.net/images/anime/4/6767.jpg
401,https://cdn.myanimelist.net/images/anime/1971/90877.jpg
32093,https://cdn.myanimelist.net/images/anime/1189/111994.jpg
12113,https://cdn.myanimelist.net/images/anime/12/37193.jpg
7338,https://cdn.myanimelist.net/images/anime/3/17469.jpg
32613,https://cdn.myanimelist.net/images/anime/8/83284.jpg
3014,https://cdn.myanimelist.net/images/anime/3/51345.jpg
645,https://cdn.myanimelist.net/images/anime/12/78453.jpg
11135,https://cdn.myanimelist.net/images/anime/4/65605.jpg
5781,https://cdn.myanimelist.net/images/anime/2/20345.jpg
13767,https://cdn.myanimelist.net/images/anime/6/60389.jpg
5678,https://cdn.myanimelist.net/images/anime/8/79838.jpg
6774,https://cdn.myanimelist.net/images/anime/3/18386.jpg
1089,https://cdn.myanimelist.net/images/anime/1080/107017.jpg
25161,https://cdn.myanimelist.net/images/anime/3/64755.jpg
995,https://cdn.myanimelist.net/images/anime/12/10572.jpg
2752,https://cdn.myanimelist.net/images/anime/1640/133533.jpg
15,https://cdn.myanimelist.net/images/anime/1079/133529.jpg
122,https://cdn.myanimelist.net/images/anime/1900/99154.jpg
29095,https://cdn.myanimelist.net/images/anime/8/72855.jpg
1594,https://cdn.myanimelist.net/images/anime/5/86975.jpg
3092,https://cdn.myanimelist.net/images/anime/7/8811.jpg
10721,https://cdn.myanimelist.net/images/anime/5/30238.jpg
